ObsTime,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount,date
17,997.6,1007.3,30.2,24.4,71,2.6,240,6.9,200,0,0,1,1.27,20,1,0,2022/4/26
18,998.2,1007.9,29,24.6,77,1,230,5.3,250,0,0,0.1,0.25,...,0,...,2022/4/26
19,999.3,1009,28.1,24.7,82,2.1,240,4.6,280,0,0,0,0.01,...,0,...,2022/4/26
20,999.8,1009.6,27.6,25.1,86,1.2,230,4.9,260,0,0,...,0,...,0,...,2022/4/26
21,1000.5,1010.3,27.5,25,86,1.1,200,4.1,230,0,0,...,0,...,0,...,2022/4/26
22,1000.9,1010.7,27.1,24.8,87,1.7,200,3.5,230,0,0,...,0,...,0,...,2022/4/26
23,1001,1010.8,26.9,24.7,88,1.7,210,4.1,190,0,0,...,0,...,0,...,2022/4/26
24,1000.4,1010.2,26.9,24.7,88,1.1,190,3.9,230,0,0,...,0,...,0,...,2022/4/26
1,999.7,1009.5,26.8,24.3,86,1.3,200,4.2,180,0,0,...,0,...,0,...,2022/4/27
2,999.5,1009.3,26.2,23.9,87,0.9,220,4.3,160,0,0,...,0,...,0,...,2022/4/27
3,999.5,1009.3,26,23.5,86,1.3,220,4.6,210,0,0,...,0,...,0,...,2022/4/27
4,999.5,1009.3,25.7,23,85,1.2,200,3.4,180,0,0,...,0,...,0,...,2022/4/27
5,1000.1,1009.9,25.5,22.4,83,1.5,220,3,180,0,0,...,0,...,0,...,2022/4/27
6,1000.5,1010.4,25.2,21.7,81,1,220,4,180,0,0,0.1,0.04,...,0,...,2022/4/27
7,1001.1,1010.9,26.2,21.6,76,1.2,150,2.9,180,0,0,1,0.55,...,0,...,2022/4/27
8,1001.5,1011.3,27.5,21.3,69,1.2,160,3.9,180,0,0,0.9,1.09,20,1,2,2022/4/27
9,1001.8,1011.5,29.6,21.8,63,1.6,220,4.2,240,0,0,1,2.22,20,4,5,2022/4/27
10,1001.9,1011.6,30.7,22.1,60,2,190,7.3,170,0,0,1,2.81,...,6,...,2022/4/27
11,1001.4,1011.1,31.4,21,54,2.2,210,5.4,270,0,0,1,3.34,20,8,5,2022/4/27
12,1001,1010.6,31.9,23.7,62,3,260,7.3,260,0,0,0.8,3.17,...,9,...,2022/4/27
13,1000.4,1010,32,23,59,2.4,220,5.6,270,0,0,0.8,3.19,...,9,...,2022/4/27
14,999.6,1009.2,32,22.2,56,2.4,250,6.1,220,0,0,1,3.39,20,8,0,2022/4/27
15,999.5,1009.1,31.7,21.6,55,2.6,270,6.1,250,0,0,1,2.76,...,5,...,2022/4/27
16,999.3,1008.9,31.2,21.1,55,1.9,310,5.6,280,0,0,1,1.95,...,3,...,2022/4/27
17,999.4,1009.1,29.7,21.7,62,2.3,340,6.2,350,0,0,0.6,0.99,20,1,4,2022/4/27
18,1000.3,1010,28.5,21.6,66,1.5,340,5.9,350,0,0,0,0.2,...,0,...,2022/4/27
19,1000.8,1010.6,27.4,22.1,73,1.6,350,4.7,360,0,0,0,0.01,...,0,...,2022/4/27
20,1001.8,1011.6,27,22.6,77,2,340,4.6,350,0,0,...,0,...,0,...,2022/4/27
21,1002.3,1012.1,26.7,23.4,82,0.8,330,5.2,340,0,0,...,0,...,0,...,2022/4/27
22,1002.5,1012.3,26.8,23.3,81,1,350,2.8,360,0,0,...,0,...,0,...,2022/4/27
23,1002.5,1012.3,26.6,23.3,82,0.8,330,2.3,320,0,0,...,0,...,0,...,2022/4/27
24,1002.4,1012.2,26.2,22.9,82,1.2,350,2.6,360,0,0,...,0,...,0,...,2022/4/27
1,1002.7,1012.6,25.8,22.9,84,0.9,330,2.8,20,0,0,...,0,...,0,...,2022/4/28
2,1002.5,1012.4,25,22.9,88,0.4,140,1.7,320,0,0,...,0,...,0,...,2022/4/28
3,1002.6,1012.5,25.4,22.9,86,0.6,350,2.1,300,0,0,...,0,...,0,...,2022/4/28
4,1002.3,1012.2,25.4,22.7,85,1,320,2.4,330,0,0,...,0,...,0,...,2022/4/28
5,1002.1,1012,24.6,22.7,89,0.2,0,2.4,310,0,0,...,0,...,0,...,2022/4/28
6,1002.3,1012.2,24.9,22.6,87,1.3,30,3,20,0,0,0,0.04,...,0,...,2022/4/28
7,1002.6,1012.5,25.3,22.6,85,0.7,330,3.3,10,0,0,0.1,0.38,...,0,...,2022/4/28
8,1002.7,1012.5,26.2,22.5,80,0.5,10,2.6,20,0,0,0.3,0.79,12,1,3,2022/4/28
9,1002.4,1012.2,28.5,22.3,69,1,240,2.5,210,0,0,1,2.08,12,3,1,2022/4/28
10,1002.6,1012.3,30.2,22.9,65,1.1,240,4,230,0,0,1,2.79,...,6,...,2022/4/28
11,1002.5,1012.2,29.7,23.4,69,2.4,330,5.9,350,0,0,0.8,2.88,10,7,8,2022/4/28
12,1002,1011.7,29.5,23,68,3.4,350,6.9,350,0,0,0.5,2.48,...,7,...,2022/4/28
13,1001.3,1011,30.7,22.6,62,2,330,5.2,10,0,0,0.5,2.51,...,7,...,2022/4/28
14,1000.7,1010.4,29.6,22.3,65,1.8,270,5.5,260,0,0,0,1.33,12,4,10,2022/4/28
15,1000.8,1010.5,28.8,22.1,67,1.9,320,4.6,340,0,0,0,0.5,...,1,...,2022/4/28
16,1000.6,1010.3,29,22,66,1.3,260,4.2,360,0,0,0,0.68,...,1,...,2022/4/28
17,1001,1010.7,29,21.8,65,1.2,350,3.4,330,0,0,0,0.42,12,0,10,2022/4/28
18,1001.1,1010.9,28.5,22,68,1.1,350,3.3,300,0,0,0,0.25,...,0,...,2022/4/28
19,1001.3,1011.1,27.3,22.3,74,0.7,200,2.1,350,0,0,0,0.02,...,0,...,2022/4/28
20,1001.6,1011.4,27.4,22.1,73,1.2,210,3.2,190,0,0,...,0,...,0,...,2022/4/28
21,1002.2,1012,27.1,22.3,75,0.7,200,2.4,250,0,0,...,0,...,0,...,2022/4/28
22,1002.5,1012.4,25.8,22.7,83,0.6,170,3.3,190,0,0,...,0,...,0,...,2022/4/28
23,1002.5,1012.3,26,22.7,82,0.7,210,2.4,210,0,0,...,0,...,0,...,2022/4/28
24,1002.6,1012.5,25.7,22.8,84,0.8,210,2.1,210,0,0,...,0,...,0,...,2022/4/28
1,1002.3,1012.2,25.1,22.4,85,0.6,140,2.4,120,0,0,...,0,...,0,...,2022/4/29
2,1001.4,1011.3,25.2,22.5,85,0.7,160,1.9,140,0,0,...,0,...,0,...,2022/4/29
3,1000.3,1010.2,24.5,22,86,0.6,140,2.4,160,0,0,...,0,...,0,...,2022/4/29
4,999.9,1009.8,24.5,22,86,0.2,0,2.5,180,0,0,...,0,...,0,...,2022/4/29
5,1000.7,1010.6,25.1,22.2,84,1.2,180,2.9,180,0,0,...,0,...,0,...,2022/4/29
6,1001.8,1011.7,24.5,21.8,85,0.7,130,2.3,180,0,0,0,0.04,...,0,...,2022/4/29
7,1002.5,1012.3,26.1,22,78,0.3,160,2.5,150,0,0,1,0.54,...,0,...,2022/4/29
8,1003,1012.8,27.1,23.2,79,1.1,190,3.7,180,0,0,0.5,0.98,15,1,7,2022/4/29
9,1003.1,1012.9,28.3,23.5,75,1,160,3.3,200,0,0,0.5,1.66,15,3,7,2022/4/29
10,1003.1,1012.8,30,23,66,2.1,190,4.6,180,0,0,0.6,2.31,...,5,...,2022/4/29
11,1002.9,1012.6,30.8,22.7,62,2.2,240,5.4,200,0,0,0.6,2.63,20,7,7,2022/4/29
12,1001.9,1011.6,31.4,23,61,1.8,220,5.2,210,0,0,0.9,3.35,...,9,...,2022/4/29
13,1000.9,1010.5,32.3,23,58,2.4,250,5.6,220,0,0,1,3.73,...,10,...,2022/4/29
14,1000,1009.6,32.9,24.7,62,1.3,220,5.6,200,0,0,1,3.42,15,8,3,2022/4/29
15,999.6,1009.2,32.4,24.2,62,1.8,260,4.9,240,0,0,0.7,2.38,...,5,...,2022/4/29
16,999.9,1009.6,30,23.9,70,3.2,350,8.6,320,0,0,0.6,1.64,...,2,...,2022/4/29
17,1000.6,1010.4,28,23.4,76,3,20,10.3,10,0,0,0.2,0.6,15,1,5,2022/4/29
18,1000.4,1010.2,27.1,23.2,79,2.9,350,8,350,0,0,0,0.21,...,0,...,2022/4/29
19,1001.2,1011,26.9,22.8,78,2.5,350,6.9,340,0,0,0,0.01,...,0,...,2022/4/29
20,1002,1011.9,25.7,22.2,81,2.8,350,6.4,340,0,0,...,0,...,0,...,2022/4/29
21,1002.8,1012.7,25.3,21.6,80,2.3,360,6.2,20,0,0,...,0,...,0,...,2022/4/29
22,1003.4,1013.3,24.5,20.8,80,1.2,330,5.4,20,0,0,...,0,...,0,...,2022/4/29
23,1003.4,1013.3,24.1,20.4,80,1.4,330,3.9,300,0,0,...,0,...,0,...,2022/4/29
24,1003.2,1013.1,24,20.3,80,1,330,3.1,330,0,0,...,0,...,0,...,2022/4/29
1,1003.2,1013.2,22.3,18.9,81,2.3,360,5.8,10,0,0,...,0,...,0,...,2022/4/30
2,1002.8,1012.8,22.4,18.8,80,2,340,5.2,10,0,0,...,0,...,0,...,2022/4/30
3,1002.3,1012.3,22.5,18.7,79,1.5,310,5.6,360,0,0,...,0,...,0,...,2022/4/30
4,1002.2,1012.2,22.5,18.7,79,1.4,360,4.5,330,0,0,...,0,...,0,...,2022/4/30
5,1002.8,1012.8,22.3,18.7,80,1.3,330,5.6,320,0,0,...,0,...,0,...,2022/4/30
6,1003.3,1013.3,22.4,18.6,79,1.3,360,4.9,340,0,0,0,0.02,...,0,...,2022/4/30
7,1003.6,1013.5,23.5,19.5,78,1.3,330,3.2,330,0,0,0,0.23,...,0,...,2022/4/30
8,1004.2,1014.2,23.2,19,77,1.4,340,4.1,330,0,0,0,0.4,12,1,10,2022/4/30
9,1004.2,1014.1,24.5,20,76,1.6,340,3.9,320,0,0,0,1.11,12,2,10,2022/4/30
10,1004,1013.9,26,20.1,70,2.1,350,4.3,40,0,0,0.1,1.85,...,4,...,2022/4/30
11,1003.2,1013,28.2,21.5,67,1.3,350,5,360,0,0,0.9,3.11,12,8,9,2022/4/30
12,1002,1011.7,29.3,21.8,64,1.9,250,4.5,250,0,0,1,3.48,...,9,...,2022/4/30
13,1001.4,1011.1,29.9,20.8,58,2.1,310,6.2,360,0,0,0.7,3.07,...,8,...,2022/4/30
14,1001.1,1010.8,28.8,20.8,62,2.7,10,6.9,340,0,0,0.3,2.31,15,6,9,2022/4/30
15,1001.2,1011,27.8,20.4,64,3.2,360,6.4,360,0,0,0.1,1.48,...,3,...,2022/4/30
16,1001.2,1011,27.4,20.5,66,2.8,360,7.7,350,0,0,0.6,1.8,...,3,...,2022/4/30
17,1001.2,1011,26.6,19.7,66,2.9,340,7,350,0,0,1,1.34,15,1,3,2022/4/30
18,1001.8,1011.6,25.8,19.5,68,2.5,340,5.8,10,0,0,0.1,0.31,...,0,...,2022/4/30
19,1002.8,1012.7,24.6,19,71,2.4,360,6.6,330,0,0,0,0.01,...,0,...,2022/4/30
20,1003.6,1013.5,23.5,18.8,75,2.3,330,5.9,350,0,0,...,0,...,0,...,2022/4/30
21,1004,1014,23.3,18.8,76,1.6,350,5.4,360,0,0,...,0,...,0,...,2022/4/30
22,1004.3,1014.2,23.5,19,76,1.6,320,5,340,0,0,...,0,...,0,...,2022/4/30
23,1003.7,1013.7,23,18.8,77,0.9,330,4.5,20,0,0,...,0,...,0,...,2022/4/30
24,1003.3,1013.3,22.5,18.7,79,2.1,350,4.8,360,0,0,...,0,...,0,...,2022/4/30
1,1002.8,1012.8,22.2,18.6,80,1.9,360,5.9,350,0,0,...,0,...,0,...,2022/5/1
2,1002.1,1012.1,21.8,18.4,81,2,330,6.2,320,0,0,...,0,...,0,...,2022/5/1
3,1001.8,1011.8,21.8,18.2,80,1.6,350,5.9,360,0,0,...,0,...,0,...,2022/5/1
4,1001.6,1011.6,21.8,18.2,80,1,10,5.1,360,0,0,...,0,...,0,...,2022/5/1
5,1001.9,1011.9,21.6,18,80,1.8,360,7.3,20,0,0,...,0,...,0,...,2022/5/1
6,1002,1012,21.5,17.7,79,3.2,360,6.8,320,0,0,0,0.03,...,0,...,2022/5/1
7,1002,1012,21.4,17.6,79,4.1,20,8.2,30,0,0,0,0.24,...,0,...,2022/5/1
8,1002.6,1012.6,21.7,17.3,76,2.9,360,6,340,0,0,0,0.41,18,1,10,2022/5/1
9,1002.8,1012.8,22.7,17.6,73,1.6,10,7.4,30,0,0,0,0.75,18,2,8,2022/5/1
10,1002.7,1012.6,23.7,17.2,67,2.6,350,7,360,0,0,0.2,1.91,...,5,...,2022/5/1
11,1002.9,1012.8,23.6,17.1,67,3.4,350,8.8,340,0,0,0,1.82,18,6,9,2022/5/1
12,1002.5,1012.4,25,18,65,2.4,30,10.7,20,0,0,0.1,2.24,...,8,...,2022/5/1
13,1002,1011.9,24.3,17.3,65,2.3,360,9.3,10,0,0,0.1,2.36,...,8,...,2022/5/1
14,1001.5,1011.4,23.1,16.7,67,3.3,360,8.6,340,0,0,0,1.41,15,5,10,2022/5/1
15,1001.5,1011.5,22.2,16.5,70,3.1,350,7.9,340,0,0,0,0.94,...,3,...,2022/5/1
16,1001.4,1011.4,21.9,16.4,71,2.2,360,8.2,10,0,0,0,0.57,...,1,...,2022/5/1
17,1001.9,1011.9,20.8,15.8,73,3.8,360,9.7,20,0,0,0,0.37,15,1,10,2022/5/1
18,1002.2,1012.2,20.7,15.7,73,3.2,20,10.6,30,0,0,0,0.16,...,0,...,2022/5/1
19,1002.8,1012.8,20.2,15.2,73,3,360,7.3,30,0,0,0,0.01,...,0,...,2022/5/1
20,1003.3,1013.4,19.7,15.4,76,2.7,20,8.1,20,T,0.1,...,0,...,0,...,2022/5/1
21,1003.5,1013.6,19.9,15.4,75,1,20,6.6,20,T,0.1,...,0,...,0,...,2022/5/1
22,1003.3,1013.4,19.4,15.5,78,2,350,5.7,340,T,0.4,...,0,...,0,...,2022/5/1
23,1003.8,1013.9,18.9,15.4,80,2.4,360,6.8,20,T,1,...,0,...,0,...,2022/5/1
24,1004,1014.2,17.4,15.9,91,2.7,20,9.2,10,0.5,0.9,...,0,...,0,...,2022/5/1
1,1004.1,1014.3,16.6,15.5,93,3,20,7.5,20,2,0.9,...,0,...,0,...,2022/5/2
2,1003.4,1013.6,16.8,15.3,91,2.1,360,8.2,20,0.5,0.4,...,0,...,0,...,2022/5/2
3,1002.9,1013.1,16.7,15.2,91,1.7,340,6.4,340,1,0.6,...,0,...,0,...,2022/5/2
4,1003.2,1013.4,16.2,15.1,93,1.5,20,5.7,20,1.5,0.8,...,0,...,0,...,2022/5/2
5,1002.7,1012.9,16.4,15.3,93,1.3,320,5.4,20,1,0.7,...,0,...,0,...,2022/5/2
6,1003.1,1013.3,16.1,15,93,1.5,320,4.8,320,0.5,0.6,0,0.01,...,0,...,2022/5/2
7,1003.8,1014,16,15,94,1.7,360,5.1,360,1.5,0.8,0,0.08,...,0,...,2022/5/2
8,1003.7,1013.9,16.9,15.9,94,0.8,350,5,350,1,0.8,0,0.28,6,1,10,2022/5/2
9,1003.5,1013.6,17.4,15.9,91,1.7,360,4.9,350,0.5,1,0,0.53,10,1,10,2022/5/2
10,1004,1014.1,18.4,16.6,89,1.9,360,4.7,20,T,1,0,0.63,...,2,...,2022/5/2
11,1003.7,1013.8,18.5,16.8,90,1.4,10,5.3,360,1,1,0,0.83,10,3,10,2022/5/2
12,1003.9,1014,18.5,16.8,90,1.7,350,5.1,10,0.5,1,0,0.88,...,3,...,2022/5/2
13,1003.4,1013.5,18.3,17,92,1.9,10,4.7,30,1,1,0,0.67,...,3,...,2022/5/2
14,1003,1013.1,18.3,16.8,91,1.8,330,4.5,310,0.5,1,0,0.76,8,3,10,2022/5/2
15,1002.9,1013,18.4,16.9,91,1.9,10,6.3,340,T,1,0,0.76,...,2,...,2022/5/2
16,1002.7,1012.8,18.4,17.1,92,0.6,320,6,10,0.5,1,0,0.38,...,1,...,2022/5/2
17,1003.1,1013.2,17.8,16.5,92,1.9,360,5.6,360,0.5,1,0,0.24,10,0,10,2022/5/2
18,1003.3,1013.5,17.1,15.8,92,2.2,350,5.9,20,0.5,1,0,0.07,...,0,...,2022/5/2
19,1003.9,1014.1,16.3,15,92,2.4,360,6.5,350,1,0.7,0,0.01,...,0,...,2022/5/2
20,1004.2,1014.4,16.5,15,91,1.6,10,8.2,30,0.5,0.5,...,0,...,0,...,2022/5/2
21,1004.8,1015,16.2,14.9,92,2.1,340,5.3,340,T,0.4,...,0,...,0,...,2022/5/2
22,1004.7,1014.9,16,14.9,93,0.7,360,5.2,10,0.5,0.3,...,0,...,0,...,2022/5/2
23,1004.5,1014.7,16.2,15.6,96,0.8,300,1.9,260,T,0.1,...,0,...,0,...,2022/5/2
24,1004.4,1014.6,16.3,15.2,93,1.3,10,4.3,330,0,0,...,0,...,0,...,2022/5/2
1,1004.4,1014.6,16.1,15,93,0.7,360,5.1,320,0,0,...,0,...,0,...,2022/5/3
2,1003.8,1014,16.5,14.9,90,0.6,360,3.2,10,0,0,...,0,...,0,...,2022/5/3
3,1003.6,1013.8,16.9,15.3,90,1,360,2.8,20,0,0,...,0,...,0,...,2022/5/3
4,1003.6,1013.8,17,15.4,90,1,20,3.8,360,0,0,...,0,...,0,...,2022/5/3
5,1003.4,1013.6,16.9,15.4,91,0.5,50,3.1,30,0,0,...,0,...,0,...,2022/5/3
6,1003.7,1013.8,17.5,15.7,89,0.6,10,2.8,340,0,0,0,0.04,...,0,...,2022/5/3
7,1004.3,1014.4,18.2,15.5,84,0.8,300,2.3,310,0,0,0,0.27,...,0,...,2022/5/3
8,1004.8,1014.9,19.1,16.2,83,0.7,190,1.9,20,0,0,0,0.57,20,1,10,2022/5/3
9,1005.2,1015.3,20.6,17,80,0.7,210,2.5,190,0,0,0,1.16,15,2,10,2022/5/3
10,1005.3,1015.3,21.5,17.5,78,0.4,60,2.5,180,0,0,0,1.28,...,3,...,2022/5/3
11,1005.2,1015.2,22.6,17.3,72,0.4,300,1.7,340,0,0,0,1.41,20,4,10,2022/5/3
12,1004.8,1014.7,23.6,17.8,70,1.1,190,2.9,180,0,0,0.1,1.9,...,6,...,2022/5/3
13,1004.3,1014.2,24.9,19.1,70,1,200,5,180,0,0,0,2.24,...,6,...,2022/5/3
14,1003.8,1013.7,25.4,19.5,70,1.6,220,4.5,280,0,0,0.2,2.01,20,5,10,2022/5/3
15,1003.6,1013.5,24.9,19.1,70,1.9,200,4.2,210,0,0,0,1.14,...,3,...,2022/5/3
16,1003.6,1013.5,24.5,18.5,69,1.1,210,4.5,190,0,0,0,0.71,...,1,...,2022/5/3
17,1003.7,1013.6,23.9,19.8,78,1,220,3.2,180,T,0.3,0,0.36,20,0,10,2022/5/3
18,1003.7,1013.6,23.6,19.6,78,1.2,240,2.8,240,0,0,0,0.24,...,0,...,2022/5/3
19,1004,1014,23.3,19.3,78,1.5,200,2.8,250,0,0,0,0.02,...,0,...,2022/5/3
20,1004.6,1014.6,22.7,19.5,82,0.3,210,3,180,0,0,...,0,...,0,...,2022/5/3
21,1004.9,1014.9,22.6,20,85,0.5,170,1.9,190,T,0.1,...,0,...,0,...,2022/5/3
22,1005.2,1015.2,22.6,19.8,84,0.8,230,2.4,180,0,0,...,0,...,0,...,2022/5/3
23,1005,1015,22.4,20.1,87,0.5,190,2.1,230,0,0,...,0,...,0,...,2022/5/3
24,1004.6,1014.6,21.8,20.8,94,0.3,50,1.8,150,T,0.3,...,0,...,0,...,2022/5/3
1,1004,1014,21.7,21,96,0.7,270,1.8,270,0,0,...,0,...,0,...,2022/5/4
2,1003.4,1013.4,21.9,20.4,91,0.8,350,3.3,340,T,0.1,...,0,...,0,...,2022/5/4
3,1003,1013,21.8,20.4,92,0.5,80,2.4,30,0,0,...,0,...,0,...,2022/5/4
4,1002.9,1012.9,21.4,20.9,97,0.4,170,1.8,10,0.5,0.3,...,0,...,0,...,2022/5/4
5,1002.9,1012.9,21.4,20.9,97,0.2,0,1.7,20,T,0.2,...,0,...,0,...,2022/5/4
6,1002.8,1012.8,21.5,21,97,0.3,90,2.5,10,T,0.1,0,0.03,...,0,...,2022/5/4
7,1002.4,1012.4,22.1,21.3,95,1.2,120,2.9,130,0,0,0,0.21,...,0,...,2022/5/4
8,1003.5,1013.5,23,21.1,89,1.2,260,2.8,260,0,0,0,0.47,8,1,10,2022/5/4
9,1003.8,1013.8,22.5,21.7,95,0.4,80,2.8,180,T,0.7,0,0.42,6,1,10,2022/5/4
10,1003.7,1013.6,24.2,21.7,86,0.4,220,2.9,100,T,0.2,0,1.14,...,3,...,2022/5/4
11,1003.5,1013.3,26.4,20.7,71,1.1,200,2.7,210,0,0,0.4,2.65,12,7,9,2022/5/4
12,1003,1012.8,27.2,21,69,0.8,210,2.7,240,0,0,0.1,1.86,...,6,...,2022/5/4
13,1002.3,1012.1,27.6,20.9,67,0.7,350,2.6,260,0,0,0,1.34,...,4,...,2022/5/4
14,1001.7,1011.5,28.1,21.7,68,1.1,350,3.6,20,0,0,0.1,1.83,12,5,9,2022/5/4
15,1001.2,1011,28.4,21.5,66,1.5,320,4,300,0,0,0.1,1.71,...,4,...,2022/5/4
16,1000.9,1010.7,28.2,21.3,66,1.7,340,4.3,340,0,0,0.4,1.52,...,2,...,2022/5/4
17,1001.1,1010.9,27.3,21.1,69,2,340,4.7,360,0,0,0.1,0.77,12,1,10,2022/5/4
18,1001.3,1011.1,26.5,20.8,71,2.2,340,5.8,10,0,0,0,0.2,...,0,...,2022/5/4
19,1001.6,1011.4,26.2,21,73,1.3,360,4.4,20,0,0,0,0.01,...,0,...,2022/5/4
20,1002.2,1012.1,25.6,21.7,79,1.3,340,3.2,340,0,0,...,0,...,0,...,2022/5/4
21,1002.9,1012.8,25.1,22,83,0.9,330,3.2,350,0,0,...,0,...,0,...,2022/5/4
22,1003.2,1013.1,24.6,21.9,85,1.1,10,4.4,360,0,0,...,0,...,0,...,2022/5/4
23,1002.6,1012.5,24.2,21.7,86,0.7,340,1.8,10,0,0,...,0,...,0,...,2022/5/4
24,1002,1011.9,23,21.8,93,0.3,,0.9,350,0,0,...,0,...,0,...,2022/5/4
1,1001.3,1011.2,23.2,22.2,94,0.2,0,1.2,150,0,0,...,0,...,0,...,2022/5/5
2,1001.2,1011.1,23.4,21.5,89,1,340,2.2,340,0,0,...,0,...,0,...,2022/5/5
3,1000.9,1010.8,23.3,21.6,90,0.4,80,2.6,360,0,0,...,0,...,0,...,2022/5/5
4,1000.8,1010.7,23.3,21.4,89,1,260,1.9,260,0,0,...,0,...,0,...,2022/5/5
5,1001.1,1011,23.4,21.1,87,0.8,340,2.6,360,0,0,...,0,...,0,...,2022/5/5
6,1001.5,1011.4,23.1,21.4,90,0.1,0,2.2,310,0,0,0,0.06,...,0,...,2022/5/5
7,1002,1011.9,23.9,21.4,86,0.7,290,2.4,250,0,0,0,0.38,...,0,...,2022/5/5
8,1002.2,1012.1,24.8,21.3,81,0.7,60,2.6,30,0,0,0.1,0.76,10,1,9,2022/5/5
9,1002.3,1012.2,25.7,21,75,1.3,350,4,330,0,0,0.3,1.45,12,3,7,2022/5/5
10,1002,1011.8,27,21.5,72,2.1,350,5.1,330,0,0,0.6,2.15,...,5,...,2022/5/5
11,1002,1011.8,27.3,22.1,73,2.1,360,6.5,340,0,0,0.5,2.54,12,6,6,2022/5/5
12,1001.8,1011.6,26.9,21.7,73,2.7,360,7,300,0,0,0.9,3.37,...,9,...,2022/5/5
13,1001.3,1011.1,26.6,21.6,74,2.6,320,7,300,0,0,0.9,3.44,...,9,...,2022/5/5
14,1000.7,1010.5,26.6,21.4,73,2.6,350,7,240,0,0,0.8,2.32,10,6,8,2022/5/5
15,1000.2,1010,27,21.5,72,2.3,330,6.5,20,0,0,0.9,2.19,...,4,...,2022/5/5
16,1000,1009.8,26.6,21.2,72,2.1,340,6.1,310,0,0,1,2.07,...,3,...,2022/5/5
17,999.7,1009.5,25.8,21,75,1.9,320,6.6,10,0,0,1,1.16,10,1,2,2022/5/5
18,999.9,1009.7,25.3,21.2,78,2,320,6,290,0,0,0.4,0.3,...,0,...,2022/5/5
19,1000.4,1010.3,24.1,21,83,1.3,350,5.9,340,0,0,0,0.02,...,0,...,2022/5/5
20,1000.8,1010.7,24.1,21,83,1.5,350,5,20,0,0,...,0,...,0,...,2022/5/5
21,1001.1,1011,23.9,20.8,83,0.8,340,4.9,350,0,0,...,0,...,0,...,2022/5/5
22,1001.4,1011.3,23.7,20.8,84,1.1,340,3.3,340,0,0,...,0,...,0,...,2022/5/5
23,1001.3,1011.2,23.4,21.1,87,0.4,30,3.1,270,0,0,...,0,...,0,...,2022/5/5
24,1001,1010.9,23.3,21.2,88,0.1,0,1.5,340,0,0,...,0,...,0,...,2022/5/5
1,1000.9,1010.8,23.8,21.1,85,0.5,260,1.5,10,0,0,...,0,...,0,...,2022/5/6
2,1000.6,1010.5,23.3,20.8,86,0.7,310,2,320,0,0,...,0,...,0,...,2022/5/6
3,1000.6,1010.5,23.1,20.6,86,0.7,320,2.7,340,0,0,...,0,...,0,...,2022/5/6
4,1000.7,1010.6,22.5,20.4,88,0.8,340,2.8,320,0,0,...,0,...,0,...,2022/5/6
5,1001,1010.9,22.5,20.2,87,0.8,330,2.5,320,0,0,...,0,...,0,...,2022/5/6
6,1001.6,1011.5,22.8,20,84,1,310,2.9,20,0,0,0,0.05,...,0,...,2022/5/6
7,1002,1011.9,23.2,19.8,81,1.6,20,3.2,40,0,0,0.7,0.49,...,0,...,2022/5/6
8,1002.4,1012.3,24.7,19.8,74,0.3,70,2.5,10,0,0,0.7,1.21,15,1,6,2022/5/6
9,1002.4,1012.2,26.5,20.6,70,0.9,310,2.8,270,0,0,1,2.05,15,3,2,2022/5/6
10,1002.5,1012.3,27.8,20.9,66,1.1,280,3.4,260,0,0,1,2.79,...,6,...,2022/5/6
11,1002.4,1012.2,28.8,22.1,67,1.9,340,5.4,330,0,0,1,3.25,15,8,4,2022/5/6
12,1001.9,1011.6,29.4,21.9,64,1.7,300,6,330,0,0,1,3.47,...,9,...,2022/5/6
13,1001.2,1010.9,29.8,21.5,61,2.1,20,5.9,30,0,0,1,3.58,...,9,...,2022/5/6
14,1000.5,1010.2,30.2,21.9,61,2.3,360,5.8,10,0,0,1,3.33,18,7,3,2022/5/6
15,1000.1,1009.8,30.4,22.1,61,2.1,320,6.5,10,0,0,1,2.8,...,5,...,2022/5/6
16,1000.2,1009.9,30.3,20.9,57,2.2,340,5.1,340,0,0,1,1.95,...,3,...,2022/5/6
17,1000.4,1010.1,29.4,21.6,63,2,350,5.3,340,0,0,1,1.18,18,1,3,2022/5/6
18,1001,1010.8,26.8,21.8,74,1.4,10,5.7,360,0,0,0.3,0.26,...,0,...,2022/5/6
19,1001.3,1011.1,25.8,21.7,78,1.4,360,4.9,360,0,0,0,0.01,...,0,...,2022/5/6
20,1001.6,1011.5,25.2,21.7,81,1.7,20,3.9,340,0,0,...,0,...,0,...,2022/5/6
21,1002.1,1012,25.2,21.7,81,1,340,3,320,0,0,...,0,...,0,...,2022/5/6
22,1002.5,1012.4,24.8,21.9,84,0.4,130,2.1,330,0,0,...,0,...,0,...,2022/5/6
23,1002.6,1012.5,24.7,22,85,0.7,210,1.8,160,0,0,...,0,...,0,...,2022/5/6
24,1002.2,1012.1,24.7,22,85,0.3,330,1.7,250,0,0,...,0,...,0,...,2022/5/6
1,1001.8,1011.7,24.7,22.2,86,0.5,130,1.6,140,0,0,...,0,...,0,...,2022/5/7
2,1001.6,1011.5,24.6,21.7,84,0.5,130,1.6,70,0,0,...,0,...,0,...,2022/5/7
3,1001.6,1011.5,24.2,21.5,85,0.7,120,1.4,140,0,0,...,0,...,0,...,2022/5/7
